Rk,Player,Age,Tm,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM,Year
92,Andrei Vasilevskiy\vasilan02,23,TBL,65,64,44,17,3,167,2075,1908,0.92,2.62,8,13.2,3825,36,0.563,8,92,15.12,0,2,2,14,2018
93,Cam Ward\wardca01,33,CAR,43,42,23,14,4,112,1187,1075,0.906,2.73,2,5.8,2459,21,0.5,10,108,-7.82,0,0,0,14,2018
94,Scott Wedgewood\wedgesc01,25,ARI,20,17,5,9,4,63,587,524,0.893,3.45,1,2,1097,7,0.412,4,122,-11.48,0,0,0,2,2018
95,Adam Wilcox\wilcoad01,25,BUF,1,0,0,1,0,0,14,14,1,0,0,0.2,39,0,,0,,,0,0,0,0,2018
1,Jake Allen\allenja01,28,STL,46,45,19,17,8,121,1277,1156,0.905,2.83,3,6.5,2568,25,0.556,11,105,-5.9,0,0,0,0,2019
2,Frederik Andersen\anderfr01,29,TOR,60,60,36,16,7,162,1958,1796,0.917,2.77,1,12.5,3510,38,0.633,7,92,14.48,0,1,1,2,2019
3,Craig Anderson\andercr01,37,OTT,50,47,17,27,4,163,1676,1513,0.903,3.51,2,8.1,2785,19,0.404,8,108,-11.94,0,2,2,0,2019
4,Richard Bachman\bachmri01,31,VAN,1,1,0,1,0,6,29,23,0.793,6,0,-0.2,60,0,0,1,,,0,0,0,0,2019
5,Jonathan Bernier\bernijo01,30,DET,35,30,9,18,5,98,1025,927,0.904,3.16,1,5.1,1860,13,0.433,5,106,-5.61,0,0,0,0,2019
6,Jordan Binnington\binnijo01,25,STL,32,30,24,5,1,59,807,748,0.927,1.89,5,6,1876,20,0.667,1,81,13.74,0,0,0,0,2019
7,Ben Bishop\bishobe01,32,DAL,46,45,27,15,2,87,1323,1236,0.934,1.98,7,10.8,2637,31,0.689,1,73,32.24,0,2,2,2,2019
8,MacKenzie Blackwood\blackma01,22,NJD,23,21,10,10,0,55,669,614,0.918,2.61,2,4.3,1264,14,0.667,4,91,5.3,0,0,0,0,2019
9,Sergei Bobrovsky\bobrose01,30,CBJ,62,61,37,24,1,153,1756,1603,0.913,2.58,9,10.4,3557,31,0.508,13,97,5.27,0,0,0,2,2019
10,Landon Bow\bowla01,23,DAL,2,0,0,0,0,1,19,18,0.947,1.03,0,0.2,58,0,,0,,,0,0,0,0,2019
11,Kevin Boyle\boyleke01,26,ANA,5,4,1,3,0,10,139,129,0.928,2.17,1,1,277,2,0.5,0,,,0,0,0,0,2019
12,Laurent Brossoit\brossla01,25,WPG,21,19,13,6,2,49,652,603,0.925,2.52,1,4.7,1165,12,0.632,2,83,9.77,0,0,0,0,2019
13,Peter Budaj\budajpe01,36,LAK,3,1,0,1,0,6,33,27,0.818,5.02,0,-0.1,72,0,0,1,,,0,0,0,0,2019
14,Jack Campbell\campbja01,27,LAK,31,25,10,14,1,61,845,784,0.928,2.3,2,6.3,1593,16,0.64,3,80,15.16,0,1,1,0,2019
15,Eric Comrie\comrier01,23,WPG,1,1,0,1,0,5,28,23,0.821,5.01,0,-0.1,60,0,0,1,,,0,0,0,0,2019
16,Mike Condon\condomi01,28,OTT,2,2,0,2,0,8,40,32,0.8,6.38,0,-0.2,75,0,0,2,,,0,0,0,0,2019
17,Pheonix Copley\copleph01,27,WSH,27,24,16,7,3,74,776,702,0.905,2.9,1,3.9,1529,14,0.583,4,106,-4.06,0,1,1,0,2019
18,Corey Crawford\crawfco01,34,CHI,39,39,14,18,5,108,1176,1068,0.908,2.93,2,6.3,2213,17,0.436,5,102,-2,0,4,4,0,2019
19,Joey Daccord\daccojo01,22,OTT,1,1,0,1,0,5,40,35,0.875,5,0,0.1,60,0,0,0,,,0,0,0,0,2019
20,Scott Darling\darlisc01,30,CAR,8,8,2,4,2,27,233,206,0.884,3.34,0,0.7,486,2,0.25,3,,,0,0,0,0,2019
21,Collin Delia\deliaco01,24,CHI,16,14,6,4,3,50,545,495,0.908,3.61,0,2.9,831,6,0.429,2,102,-0.88,0,0,0,0,2019
22,Aaron Dell\dellaa01,29,SJS,25,20,10,8,4,70,613,543,0.886,3.17,2,1.9,1323,6,0.3,6,127,-14.75,0,0,0,0,2019
23,Thatcher Demko\demkoth01,23,VAN,9,8,4,3,1,25,288,263,0.913,2.81,0,1.7,534,6,0.75,2,,,0,1,1,0,2019
24,Casey DeSmith\desmica01,27,PIT,36,30,15,11,5,89,1060,971,0.916,2.75,3,6.6,1944,18,0.6,2,93,6.54,0,0,0,2,2019
25,Michael Dipietro\dipiemi01,19,VAN,1,1,0,1,0,7,24,17,0.708,7,0,-0.4,60,0,0,1,,,0,0,0,0,2019
26,Louis Domingue\dominlo01,26,TBL,26,26,21,5,0,75,812,737,0.908,2.88,0,4.3,1561,14,0.538,2,102,-1.81,0,1,1,4,2019
27,Devan Dubnyk\dubnyde01,32,MIN,67,66,31,28,6,163,1877,1714,0.913,2.54,2,11.1,3855,38,0.576,13,96,6.18,0,2,2,2,2019
28,Brian Elliott\elliobr01,33,PHI,26,23,11,11,1,69,741,672,0.907,2.96,1,3.9,1397,12,0.522,4,103,-2.21,0,1,1,2,2019
29,Marc-Andre Fleury\fleurma01,34,VEG,61,61,35,21,5,152,1745,1593,0.913,2.51,8,10.3,3635,34,0.557,7,97,5.28,0,2,2,4,2019
30,Pavel Francouz\francpa01,28,COL,2,0,0,2,0,2,35,33,0.943,1.96,0,0.3,61,0,,0,,,0,0,0,0,2019
31,Kaden Fulcher\fulchka01,20,DET,1,0,0,0,0,2,11,9,0.818,4.41,0,0,27,0,,0,,,0,0,0,0,2019
32,Alexandar Georgiev\georgal01,22,NYR,33,30,14,13,4,91,1057,966,0.914,2.91,2,6.3,1874,15,0.5,3,96,4.27,0,2,2,2,2019
33,Christopher Gibson\gibsoch01,26,NYI,2,0,0,0,0,1,17,16,0.941,1.5,0,0.2,40,0,,0,,,0,0,0,0,2019
34,John Gibson\gibsojo02,25,ANA,58,57,26,22,8,153,1838,1685,0.917,2.84,2,11.6,3233,34,0.596,8,92,12.66,0,0,0,2,2019
35,Thomas Greiss\greisth01,33,NYI,43,39,23,14,2,87,1185,1098,0.927,2.28,5,8.7,2294,25,0.641,7,81,19.81,0,1,1,4,2019
36,Philipp Grubauer\grubaph01,27,COL,37,33,18,9,5,89,1071,982,0.917,2.64,3,6.8,2021,20,0.606,5,92,7.53,0,0,0,0,2019
37,Jaroslav Halak\halakja01,33,BOS,40,37,22,11,4,90,1158,1068,0.922,2.34,5,8,2308,22,0.595,4,86,14.37,0,4,4,0,2019
38,Carter Hart\hartca01,20,PHI,31,30,16,13,1,81,976,895,0.917,2.83,0,6.2,1717,14,0.467,4,92,6.97,0,0,0,0,2019
39,Connor Hellebuyck\helleco01,25,WPG,63,62,34,23,3,179,2051,1872,0.913,2.9,2,12.1,3704,28,0.452,6,97,5.86,0,3,3,4,2019
40,Adin Hill\hillad01,22,ARI,13,11,7,5,0,32,322,290,0.901,2.76,1,1.5,696,4,0.364,1,,,0,0,0,0,2019
41,Marcus Hogberg\hogbema01,24,OTT,4,4,0,2,1,14,121,107,0.884,4.09,0,0.3,206,1,0.25,1,,,0,0,0,0,2019
42,Braden Holtby\holtbbr01,29,WSH,59,58,32,19,5,160,1795,1635,0.911,2.82,3,10.2,3407,33,0.569,9,99,1.79,0,2,2,2,2019
43,Jimmy Howard\howarja02,34,DET,55,52,23,22,5,156,1709,1553,0.909,3.07,0,9.3,3053,30,0.577,6,101,-1.96,0,1,1,2,2019
44,Michael Hutchinson\hutchmi01,28,TOT,9,8,3,4,2,27,239,212,0.887,3.27,1,0.8,496,2,0.25,2,,,0,0,0,0,2019
44,Michael Hutchinson\hutchmi01,28,TOR,5,5,2,3,0,13,152,139,0.914,2.64,1,0.9,295,2,0.4,0,,,0,0,0,0,2019
44,Michael Hutchinson\hutchmi01,28,FLA,4,3,1,1,2,14,87,73,0.839,4.17,0,-0.2,201,0,0,2,,,0,0,0,0,2019
45,Carter Hutton\huttoca01,33,BUF,50,48,18,25,5,142,1541,1399,0.908,3,0,8.3,2840,25,0.521,5,102,-3.11,0,1,1,2,2019
46,Tristan Jarry\jarrytr01,23,PIT,2,2,0,1,1,7,62,55,0.887,3.5,0,0.2,120,1,0.5,1,,,0,0,0,0,2019
47,Chad Johnson\johnsch02,32,TOT,19,11,2,11,0,49,406,357,0.879,3.63,1,0.9,811,3,0.273,3,134,-12.41,0,0,0,0,2019
47,Chad Johnson\johnsch02,32,STL,10,7,2,6,0,29,250,221,0.884,3.55,1,0.7,491,2,0.286,2,,,0,0,0,0,2019
47,Chad Johnson\johnsch02,32,ANA,9,4,0,5,0,20,156,136,0.872,3.75,0,0.2,320,1,0.25,1,,,0,0,0,0,2019
48,Martin Jones\jonesma02,29,SJS,62,62,36,19,5,176,1699,1523,0.896,2.94,3,7,3597,27,0.435,14,115,-22.87,0,1,1,2,2019
49,Anton Khudobin\khudoan01,32,DAL,41,37,16,17,5,95,1232,1137,0.923,2.57,2,8.6,2220,23,0.622,3,86,16.04,0,0,0,2,2019
50,Keith Kinkaid\kinkake01,29,NJD,41,38,15,18,6,129,1188,1059,0.891,3.36,3,4.3,2302,15,0.395,11,120,-21.92,0,0,0,0,2019
51,Joonas Korpisalo\korpijo01,24,CBJ,27,21,10,7,3,67,651,584,0.897,2.95,0,2.7,1361,8,0.381,4,114,-8.32,0,0,0,0,2019
52,Mikko Koskinen\koskimi01,30,EDM,55,51,25,21,6,146,1551,1405,0.906,2.93,4,8,2992,24,0.471,8,104,-6.21,0,2,2,2,2019
53,Darcy Kuemper\kuempda01,28,ARI,55,55,27,20,8,126,1676,1550,0.925,2.33,5,12,3251,36,0.655,6,83,25.06,0,2,2,14,2019
54,Maxime Lagace\lagacma01,26,VEG,1,1,0,1,0,4,31,27,0.871,4.03,0,0,60,0,0,0,,,0,0,0,0,2019
55,Robin Lehner\lehnero01,27,NYI,46,43,25,13,5,93,1323,1230,0.93,2.13,6,10.2,2616,26,0.605,4,78,26.24,0,1,1,0,2019
56,Charlie Lindgren\lindgch01,25,MTL,1,1,1,0,0,5,49,44,0.898,4.62,0,0.2,65,0,0,0,,,0,0,0,0,2019
57,Henrik Lundqvist\lundqhe01,36,NYR,52,52,18,23,10,158,1699,1541,0.907,3.07,0,9,3089,30,0.577,7,103,-4.87,0,3,3,0,2019
58,Roberto Luongo\luongro01,39,FLA,43,40,18,16,5,122,1205,1083,0.899,3.12,1,5.3,2347,20,0.5,7,112,-13.39,0,1,1,0,2019
59,Alex Lyon\lyonal01,26,PHI,2,1,0,1,0,6,31,25,0.806,5.08,0,-0.2,71,0,0,1,,,0,0,0,0,2019
60,Jacob Markstrom\marksja02,29,VAN,60,60,28,23,9,166,1896,1730,0.912,2.77,1,11.1,3599,34,0.567,7,97,4.89,0,3,3,2,2019
61,Curtis McElhinney\mcelhcu01,35,CAR,33,33,20,11,2,85,968,883,0.912,2.58,2,5.6,1978,17,0.515,6,97,2.25,0,0,0,0,2019
62,Mike McKenna\mckenmi01,35,TOT,11,7,1,5,1,34,316,282,0.892,3.99,0,1.2,511,3,0.429,1,,,0,0,0,0,2019
62,Mike McKenna\mckenmi01,35,OTT,10,6,1,4,1,30,292,262,0.897,3.96,0,1.2,454,3,0.5,0,,,0,0,0,0,2019
62,Mike McKenna\mckenmi01,35,PHI,1,1,0,1,0,4,24,20,0.833,4.22,0,-0.1,57,0,0,1,,,0,0,0,0,2019
63,Ryan Miller\millery01,38,ANA,20,17,8,7,2,51,578,527,0.912,2.76,1,3.3,1109,10,0.588,2,98,1.1,0,0,0,0,2019
64,Hunter Miska\miskahu01,23,ARI,1,0,0,0,0,1,9,8,0.889,3.28,0,0,18,0,,0,,,0,0,0,0,2019
65,Sam Montembeault\montesa01,22,FLA,11,10,4,3,2,30,282,252,0.894,3.04,0,1.1,591,5,0.5,3,,,0,1,1,0,2019
66,Petr Mrazek\mrazepe01,26,CAR,40,40,23,14,3,95,1104,1009,0.914,2.39,4,6.6,2387,23,0.575,4,95,4.51,0,1,1,6,2019
67,Matt Murray\murrama02,24,PIT,50,50,29,14,6,129,1594,1465,0.919,2.69,4,10.4,2880,29,0.58,10,90,14.67,0,0,0,4,2019
68,Alex Nedeljkovic\nedelal01,23,CAR,1,1,1,0,0,2,26,24,0.923,2,0,0.2,60,1,1,0,,,0,0,0,0,2019
69,Michal Neuvirth\neuvimi01,30,PHI,7,6,1,4,1,26,184,158,0.859,4.27,0,0,366,1,0.167,4,,,0,0,0,0,2019
70,Antti Niemi\niemian02,35,MTL,17,17,8,6,2,61,539,478,0.887,3.78,0,1.7,969,4,0.235,5,126,-12.42,0,1,1,0,2019
71,Anders Nilsson\nilssan01,28,TOT,36,34,14,19,1,101,1098,997,0.908,2.97,2,5.9,2040,14,0.412,6,102,-2.04,0,1,1,0,2019
71,Anders Nilsson\nilssan01,28,OTT,24,22,11,11,0,64,745,681,0.914,2.9,2,4.5,1322,10,0.455,4,95,3.15,0,1,1,0,2019
71,Anders Nilsson\nilssan01,28,VAN,12,12,3,8,1,37,353,316,0.895,3.09,0,1.4,718,4,0.333,2,116,-5.18,0,0,0,0,2019
72,Eddie Pasquale\pasqued01,28,TBL,3,3,2,1,0,12,102,90,0.882,3.96,0,0.3,182,1,0.333,1,,,0,0,0,0,2019
73,Calvin Petersen\peterca01,24,LAK,11,10,5,4,1,27,355,328,0.924,2.61,1,2.5,622,6,0.6,1,84,5,0,0,0,0,2019
74,Calvin Pickard\pickaca01,26,TOT,17,12,4,6,2,48,384,336,0.875,3.86,1,0.7,747,4,0.333,4,139,-13.39,0,0,0,2,2019
74,Calvin Pickard\pickaca01,26,PHI,11,8,4,2,2,31,227,196,0.863,4.01,1,0.1,464,2,0.25,4,,,0,0,0,2,2019
74,Calvin Pickard\pickaca01,26,ARI,6,4,0,4,0,17,157,140,0.892,3.61,0,0.6,283,2,0.5,0,,,0,0,0,0,2019
75,Carey Price\priceca01,31,MTL,66,64,35,24,6,161,1952,1791,0.918,2.49,4,12.5,3880,37,0.578,6,92,14.94,0,1,1,2,2019
76,Jonathan Quick\quickjo01,33,LAK,46,46,16,23,7,149,1329,1180,0.888,3.38,2,4.3,2648,19,0.413,11,124,-29.21,0,2,2,6,2019
77,Antti Raanta\raantan01,29,ARI,12,12,5,6,0,33,351,318,0.906,2.88,0,1.8,687,6,0.5,1,104,-1.36,0,1,1,0,2019
78,Tuukka Rask\rasktu01,31,BOS,46,45,27,13,5,109,1245,1136,0.912,2.48,4,7.3,2635,24,0.533,5,97,3.21,0,2,2,4,2019
79,James Reimer\reimeja01,30,FLA,36,29,13,12,5,93,929,836,0.9,3.09,0,4.2,1805,10,0.345,6,111,-9.27,0,0,0,0,2019
80,Pekka Rinne\rinnepe01,36,NSH,56,55,30,19,4,130,1581,1451,0.918,2.42,4,10.1,3220,30,0.545,7,91,12.5,0,0,0,4,2019
81,David Rittich\rittida01,26,CGY,45,42,27,9,5,109,1228,1119,0.911,2.61,1,7,2503,26,0.619,8,98,1.68,0,0,0,4,2019
82,Juuse Saros\sarosju01,23,NSH,31,27,17,10,2,74,870,796,0.915,2.62,3,5.3,1696,14,0.519,6,94,4.41,0,0,0,0,2019
83,Cory Schneider\schneco01,32,NJD,26,23,6,13,4,70,718,648,0.903,3.06,1,3.4,1372,10,0.435,5,108,-5.29,0,0,0,0,2019
84,Mike Smith\smithmi01,36,CGY,42,40,23,16,2,109,1069,960,0.898,2.72,2,4.6,2400,20,0.5,9,113,-12.65,0,3,3,2,2019
85,Garret Sparks\sparkga01,25,TOR,20,17,8,9,1,58,592,534,0.902,3.15,1,2.8,1105,8,0.471,3,109,-4.64,0,0,0,0,2019
86,Alex Stalock\staloal01,31,MIN,21,16,6,8,3,53,525,472,0.899,2.99,0,2.3,1065,9,0.563,1,112,-5.68,0,2,2,4,2019
87,Anthony Stolarz\stolaan01,25,TOT,18,12,4,5,3,50,503,453,0.901,3.45,1,2.3,869,5,0.417,2,110,-4.66,0,0,0,0,2019
87,Anthony Stolarz\stolaan01,25,PHI,12,10,4,3,3,35,358,323,0.902,3.33,1,1.7,630,4,0.4,2,108,-2.73,0,0,0,0,2019
87,Anthony Stolarz\stolaan01,25,EDM,6,2,0,2,0,15,145,130,0.897,3.77,0,0.6,239,1,0.5,0,,,0,0,0,0,2019
88,Malcolm Subban\subbama01,25,VEG,21,20,8,10,2,60,612,552,0.902,2.93,1,2.9,1227,8,0.4,3,109,-4.84,0,0,0,4,2019
89,Cam Talbot\talboca01,31,TOT,35,32,11,17,3,108,997,889,0.892,3.4,1,3.6,1906,9,0.281,10,120,-18.14,0,1,1,0,2019
89,Cam Talbot\talboca01,31,EDM,31,29,10,15,3,95,888,793,0.893,3.36,1,3.4,1695,9,0.31,9,119,-14.96,0,1,1,0,2019
89,Cam Talbot\talboca01,31,PHI,4,3,1,2,0,13,109,96,0.881,3.7,0,0.3,211,0,0,1,,,0,0,0,0,2019
90,Linus Ullmark\ullmali01,25,BUF,37,34,15,14,5,109,1146,1037,0.905,3.11,2,5.8,2102,18,0.529,6,106,-5.71,0,1,1,0,2019
91,Semyon Varlamov\varlasi01,30,COL,49,49,20,19,9,136,1496,1360,0.909,2.87,2,8.2,2839,25,0.51,9,101,-1.16,0,0,0,2,2019
92,Andrei Vasilevskiy\vasilan02,24,TBL,53,53,39,10,4,128,1713,1585,0.925,2.4,6,12.4,3204,34,0.642,7,83,26.4,0,3,3,6,2019
93,Cam Ward\wardca01,34,CHI,33,29,16,12,4,115,1113,998,0.897,3.67,0,4.6,1882,15,0.517,5,115,-14.68,0,1,1,4,2019
1,Jake Allen\allenja01,29,STL,20,17,8,6,3,43,549,506,0.922,2.36,1,3.8,1095,11,0.647,2,86,6.78,0,0,0,0,2020
2,Frederik Andersen\anderfr01,30,TOR,44,44,24,11,6,123,1336,1213,0.908,2.93,1,7.3,2522,23,0.523,7,102,-1.86,0,0,0,0,2020
3,Craig Anderson\andercr01,38,OTT,27,23,8,13,2,76,775,699,0.902,3.19,0,3.8,1429,10,0.435,5,108,-5.73,0,1,1,0,2020
4,Jonathan Bernier\bernijo01,31,DET,36,32,12,17,2,96,1050,954,0.909,2.88,1,5.8,1997,13,0.406,5,101,-0.79,0,3,3,2,2020
5,Antoine Bibeau\bibeaan01,25,COL,2,1,1,0,0,5,42,37,0.881,3.27,0,0.1,92,0,0,0,,,0,0,0,0,2020
6,Jordan Binnington\binnijo01,26,STL,42,42,24,11,7,112,1228,1116,0.909,2.72,1,6.9,2468,23,0.548,4,101,-0.66,0,1,1,4,2020
7,Ben Bishop\bishobe01,33,DAL,39,38,20,12,4,88,1154,1066,0.924,2.38,2,8.3,2216,25,0.658,4,84,16.64,0,2,2,2,2020
8,MacKenzie Blackwood\blackma01,23,NJD,41,37,19,12,7,108,1243,1135,0.913,2.79,3,7.5,2323,19,0.514,6,96,4.7,0,1,1,0,2020
9,Sergei Bobrovsky\bobrose01,31,FLA,45,43,21,17,5,138,1334,1196,0.897,3.31,1,5.7,2503,17,0.395,10,114,-17.04,0,0,0,0,2020
10,Laurent Brossoit\brossla01,26,WPG,17,13,5,7,0,50,445,395,0.888,3.48,0,1.5,863,5,0.385,1,124,-9.65,0,0,0,0,2020
11,Jack Campbell\campbja01,28,TOT,24,24,11,10,3,67,696,629,0.904,2.77,0,3.5,1452,10,0.417,4,106,-3.89,0,0,0,0,2020
11,Jack Campbell\campbja01,28,LAK,20,20,8,10,2,57,572,515,0.9,2.85,0,2.7,1202,7,0.35,4,110,-5.14,0,0,0,0,2020
11,Jack Campbell\campbja01,28,TOR,4,4,3,0,1,10,124,114,0.919,2.4,0,0.8,250,3,0.75,0,,,0,0,0,0,2020
12,Eric Comrie\comrier01,24,DET,3,2,0,2,0,9,66,57,0.864,4.28,0,0.1,126,0,0,1,,,0,0,0,0,2020
13,Corey Crawford\crawfco01,35,CHI,30,29,10,16,3,84,953,869,0.912,2.89,1,5.6,1743,17,0.586,2,97,2.41,0,0,0,0,2020
14,Oscar Dansk\danskos01,25,VEG,1,1,0,1,0,6,37,31,0.838,6,0,-0.1,60,0,0,1,,,0,0,0,0,2020
15,Aaron Dell\dellaa01,30,SJS,29,26,12,12,2,77,843,766,0.909,2.89,0,4.7,1597,14,0.538,5,101,-0.56,0,0,0,0,2020
16,Thatcher Demko\demkoth01,24,VAN,19,18,10,6,2,56,587,531,0.905,3.04,0,3,1106,12,0.667,4,105,-2.78,0,0,0,0,2020
17,Michael Dipietro\dipiemi01,20,VAN,1,0,0,0,0,1,7,6,0.857,7.16,0,0,8,0,,0,,,0,0,0,0,2020
18,Louis Domingue\dominlo01,27,NJD,15,13,3,7,2,44,360,316,0.878,3.86,0,0.8,684,3,0.231,5,135,-11.36,0,0,0,0,2020
19,Chris Driedger\driedch01,25,FLA,9,8,5,2,0,18,265,247,0.932,2.35,1,2.1,459,5,0.625,0,75,6.03,0,0,0,0,2020
20,Devan Dubnyk\dubnyde01,33,MIN,27,25,10,14,2,82,763,681,0.893,3.33,1,2.9,1476,8,0.32,3,119,-12.82,0,0,0,2,2020
21,Brian Elliott\elliobr01,34,PHI,29,25,14,7,4,75,738,663,0.898,2.9,2,3.3,1550,13,0.52,8,112,-8.08,0,1,1,2,2020
22,Marc-Andre Fleury\fleurma01,35,VEG,43,42,23,14,5,117,1243,1126,0.906,2.78,4,6.5,2521,21,0.5,7,104,-4.3,0,0,0,6,2020
23,Pavel Francouz\francpa01,29,COL,23,19,13,5,3,52,663,611,0.922,2.51,0,4.6,1244,9,0.474,4,87,8.12,0,0,0,2,2020
24,Alexandar Georgiev\georgal01,23,NYR,28,26,14,12,1,76,861,785,0.912,2.98,2,5.1,1530,15,0.577,5,97,2.07,0,0,0,0,2020
25,John Gibson\gibsojo02,26,ANA,43,43,17,22,4,126,1318,1192,0.904,2.99,1,6.7,2529,18,0.419,8,105,-6.49,0,0,0,0,2020
26,Thomas Greiss\greisth01,34,NYI,28,25,16,8,2,64,766,702,0.916,2.65,0,4.9,1451,15,0.6,4,92,5.45,0,0,0,2,2020
27,Philipp Grubauer\grubaph01,28,COL,36,36,18,12,4,90,1067,977,0.916,2.63,2,6.7,2057,17,0.472,4,93,6.75,0,0,0,0,2020
28,Jaroslav Halak\halakja01,34,BOS,27,26,15,6,6,63,809,746,0.922,2.31,3,5.7,1636,16,0.615,3,86,10.35,0,2,2,0,2020
29,Carter Hart\hartca01,21,PHI,35,32,17,12,3,81,863,782,0.906,2.59,1,4.6,1879,18,0.563,9,104,-2.75,0,0,0,0,2020
30,Connor Hellebuyck\helleco01,26,WPG,49,47,25,18,5,123,1520,1397,0.919,2.7,4,10.1,2734,29,0.617,6,89,14.82,0,2,2,0,2020
31,Adin Hill\hillad01,23,ARI,12,8,2,3,3,25,310,285,0.919,2.57,0,2.1,583,5,0.625,0,89,3.11,0,0,0,2,2020
32,Marcus Hogberg\hogbema01,25,OTT,19,16,3,6,7,51,572,521,0.911,2.96,0,3.3,1035,8,0.5,2,98,0.86,0,0,0,0,2020
33,Braden Holtby\holtbbr01,30,WSH,41,40,21,13,4,120,1162,1042,0.897,3.11,0,5,2314,18,0.45,10,114,-14.64,0,1,1,4,2020
34,Jimmy Howard\howarja02,35,DET,26,26,2,22,2,91,800,709,0.886,4.08,0,2.5,1339,7,0.269,8,125,-18.46,0,0,0,0,2020
35,Michael Hutchinson\hutchmi01,29,TOR,15,11,4,9,1,48,421,373,0.886,3.66,1,1.3,787,3,0.273,0,126,-9.83,0,0,0,0,2020
36,Carter Hutton\huttoca01,34,BUF,25,24,11,9,4,74,716,642,0.897,3.12,2,3.1,1425,11,0.458,6,114,-9.08,0,1,1,6,2020
37,Tristan Jarry\jarrytr01,24,PIT,28,26,19,8,1,58,833,775,0.93,2.14,3,6.6,1628,18,0.692,0,77,17.53,0,0,0,0,2020
38,Jonas Johansson\johanjo03,24,BUF,3,2,0,1,1,7,63,56,0.889,2.78,0,0.2,151,0,0,0,,,0,0,0,0,2020
39,Martin Jones\jonesma02,30,SJS,34,32,14,17,2,102,958,856,0.894,3.15,1,3.8,1945,11,0.344,10,117,-15.14,0,1,1,0,2020
40,Kaapo Kahkonen\kahkoka01,23,MIN,5,5,3,1,1,15,172,157,0.913,2.96,0,1,304,3,0.6,2,,,0,0,0,0,2020
41,Kasimir Kaskisuo\kaskika01,26,TOR,1,1,0,1,0,6,38,32,0.842,6,0,-0.1,60,0,0,1,,,0,0,0,0,2020
42,Anton Khudobin\khudoan01,33,DAL,24,21,14,7,2,52,711,659,0.927,2.33,0,5.3,1341,15,0.714,2,81,12.47,0,3,3,4,2020
43,Keith Kinkaid\kinkake01,30,MTL,6,5,1,1,3,24,192,168,0.875,4.24,0,0.4,340,0,0,0,,,0,0,0,0,2020
44,Matiss Kivlenieks\kivlema01,23,CBJ,3,3,1,0,2,7,83,76,0.916,2.3,0,0.5,183,2,0.667,0,,,0,0,0,0,2020
45,Joonas Korpisalo\korpijo01,25,CBJ,32,31,17,10,4,78,901,823,0.913,2.49,2,5.5,1876,19,0.613,4,95,3.7,0,1,1,0,2020
46,Mikko Koskinen\koskimi01,31,EDM,32,28,16,11,2,85,957,872,0.911,2.85,1,5.6,1789,14,0.5,5,98,1.77,0,0,0,0,2020
47,Darcy Kuemper\kuempda01,29,ARI,25,25,15,8,2,55,772,717,0.929,2.17,2,6,1518,19,0.76,2,79,15,0,0,0,6,2020
48,Robin Lehner\lehnero01,28,CHI,32,30,16,9,5,88,1111,1023,0.921,2.91,0,7.6,1816,17,0.567,4,87,12.74,0,0,0,2,2020
49,Charlie Lindgren\lindgch01,26,MTL,4,4,1,3,0,14,117,103,0.88,3.48,0,0.3,241,1,0.25,1,,,0,0,0,0,2020
50,Henrik Lundqvist\lundqhe01,37,NYR,28,25,10,11,3,79,852,773,0.907,3.12,1,4.6,1522,13,0.52,3,102,-1.75,0,0,0,2,2020
51,Alex Lyon\lyonal01,27,PHI,3,2,1,1,0,8,73,65,0.89,3.55,0,0.3,135,0,0,0,,,0,0,0,0,2020
52,Jacob Markstrom\marksja02,30,VAN,41,41,22,16,3,111,1355,1244,0.918,2.74,2,8.9,2429,24,0.585,5,90,11.86,0,1,1,4,2020
53,Curtis McElhinney\mcelhcu01,36,TBL,16,16,8,6,2,44,497,453,0.911,2.76,1,2.9,957,8,0.5,1,98,1.06,0,0,0,0,2020
54,Elvis Merzlikins\merzlel01,25,CBJ,28,26,12,8,6,57,793,736,0.928,2.2,5,6.1,1551,14,0.538,2,79,14.9,0,0,0,0,2020
55,Ryan Miller\millery01,39,ANA,18,16,7,6,3,52,557,505,0.907,3.06,0,3,1020,9,0.563,1,103,-1.5,0,1,1,0,2020
56,Sam Montembeault\montesa01,23,FLA,12,7,5,3,1,32,290,258,0.89,3.3,0,1,582,3,0.429,2,122,-5.71,0,0,0,0,2020
57,Petr Mrazek\mrazepe01,27,CAR,36,35,19,15,2,96,987,891,0.903,2.72,3,4.9,2117,17,0.486,7,107,-6.51,0,0,0,4,2020
58,Matt Murray\murrama02,25,PIT,31,31,17,7,5,84,876,792,0.904,2.76,1,4.5,1825,15,0.484,6,106,-4.57,0,1,1,2,2020
59,Anders Nilsson\nilssan01,29,OTT,20,19,9,9,2,58,628,570,0.908,3.18,0,3.4,1093,11,0.579,5,102,-1.06,0,0,0,0,2020
60,Calvin Petersen\peterca01,25,LAK,2,2,1,1,0,6,72,66,0.917,3.01,0,0.5,120,2,1,0,,,0,0,0,0,2020
61,Calvin Pickard\pickaca01,27,DET,3,1,0,2,0,15,74,59,0.797,5.46,0,-0.5,165,0,0,1,,,0,0,0,0,2020
62,Carey Price\priceca01,32,MTL,50,50,24,21,5,135,1519,1384,0.911,2.74,3,8.9,2961,30,0.6,9,98,2.73,0,0,0,4,2020
