Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
345,Tomas Hertl\hertlto01,26,SJS,C,48,16,20,36,-18,16,3.2,12,2,2,1,15,5,0,117,13.7,885,18:27,25,29,433,357,54.8
346,Joe Hicketts\hickejo01,23,DET,D,6,0,2,2,-5,2,0,0,0,0,0,2,0,0,6,0,110,18:17,13,14,0,0,
347,Matthew Highmore\highmma01,23,CHI,LW,25,1,3,4,1,4,0.1,1,0,0,0,3,0,0,23,4.3,245,09:47,7,24,1,3,25
348,Vinnie Hinostroza\hinosvi01,25,ARI,C,61,5,15,20,0,14,1.4,5,0,0,0,14,1,0,117,4.3,808,13:15,24,45,24,32,42.9
349,Roope Hintz\hintzro01,23,DAL,LW,50,17,11,28,3,12,3.6,14,1,2,4,1,10,0,99,17.2,743,14:52,22,58,153,161,48.7
350,Taro Hirose\hirosta01,23,DET,LW,26,2,5,7,-12,6,0.1,2,0,0,0,0,5,0,21,9.5,326,12:33,16,13,0,5,0
351,Nico Hischier\hischni01,21,NJD,C,47,13,20,33,-9,10,2.9,10,2,1,1,12,7,1,99,13.1,848,18:02,32,43,423,385,52.4
352,Niklas Hjalmarsson\hjalmni01,32,ARI,D,19,1,2,3,0,8,0.9,1,0,0,0,2,0,0,14,7.1,349,18:24,31,12,0,0,
353,Mike Hoffman\hoffmmi02,30,FLA,C,59,22,25,47,-3,24,4.9,14,8,0,2,15,10,0,171,12.9,989,16:45,17,29,6,8,42.9
354,Nick Holden\holdeni01,32,VEG,D,51,5,5,10,1,13,2.4,4,1,0,0,4,0,1,90,5.6,979,19:12,60,114,0,0,
355,Justin Holl\hollju01,28,TOR,D,58,1,14,15,8,37,2.5,1,0,0,0,14,0,0,79,1.3,1038,17:54,64,73,0,0,
356,Korbinian Holzer\holzeko01,31,ANA,D,43,1,3,4,-1,33,1.2,1,0,0,0,2,0,1,35,2.9,699,16:15,79,81,0,0,
357,Patric Hornqvist\hornqpa01,33,PIT,RW,40,14,12,26,8,32,3.2,12,2,0,1,9,3,0,118,11.9,632,15:48,31,87,2,3,40
358,Bo Horvat\horvabo01,24,VAN,C,59,18,28,46,-6,14,4.2,10,8,0,2,24,4,0,154,11.7,1174,19:54,54,44,731,541,57.5
359,Brett Howden\howdebr01,21,NYR,C,58,7,7,14,-9,16,0.4,6,1,0,2,5,0,2,58,12.1,774,13:21,50,56,217,239,47.6
360,Filip Hronek\hronefi01,22,DET,D,59,9,20,29,-32,44,3.8,8,1,0,0,12,8,0,112,8,1399,23:42,70,94,0,0,
361,Jonathan Huberdeau\huberjo01,26,FLA,LW,59,21,50,71,9,28,7.5,17,4,0,3,28,22,0,129,16.3,1102,18:41,19,42,24,37,39.3
362,Charles Hudon\hudonch01,25,MTL,LW,9,0,1,1,-4,0,-0.2,0,0,0,0,1,0,0,14,0,88,09:44,1,15,0,1,0
363,Cameron Hughes\hugheca01,23,BOS,C,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,10,09:53,2,1,0,0,
364,Jack Hughes\hugheja03,18,NJD,C,50,7,13,20,-20,6,0.7,3,4,0,2,9,4,0,107,6.5,792,15:51,16,12,165,291,36.2
365,Quinn Hughes\hughequ01,20,VAN,D,58,8,37,45,-5,16,6,5,3,0,2,18,19,0,109,7.3,1257,21:41,35,6,0,0,
366,Brad Hunt\huntbr01,31,MIN,D,49,8,9,17,-4,2,2.8,5,3,0,0,3,6,0,91,8.8,747,15:15,27,11,0,0,
367,Dryden Hunt\huntdr01,24,FLA,LW,20,0,4,4,0,24,0,0,0,0,0,4,0,0,32,0,216,10:48,6,35,0,0,
368,Ben Hutton\huttobe01,26,LAK,D,55,3,7,10,-4,12,2.4,3,0,0,0,7,0,0,90,3.3,990,18:00,69,44,0,0,
369,Zach Hyman\hymanza01,27,TOR,C,41,18,15,33,7,21,4,14,3,1,1,12,3,0,85,21.2,767,18:42,18,43,52,70,42.6
370,Alex Iafallo\iafalal01,26,LAK,C,59,15,20,35,-2,12,3.4,10,5,0,3,18,2,0,122,12.3,1097,18:35,38,44,11,9,55
371,Matt Irwin\irwinma01,32,NSH,D,27,0,2,2,-8,11,-0.3,0,0,0,0,2,0,0,40,0,319,11:49,30,53,0,0,
372,Mark Jankowski\jankoma01,25,CGY,C,47,5,2,7,-10,10,0,5,0,0,0,2,0,0,31,16.1,526,11:11,28,13,158,192,45.1
373,Mattias Janmark\janmama02,27,DAL,C,52,6,14,20,-1,8,1.5,4,1,1,0,9,4,1,67,9,756,14:32,32,18,22,24,47.8
374,Calle Jarnkrok\jarnkca01,28,NSH,C,53,12,17,29,2,14,2.6,8,2,2,1,12,5,0,116,10.3,859,16:12,22,26,23,32,41.8
375,Christian Jaros\jarosch01,23,OTT,D,6,0,2,2,-2,4,0.1,0,0,0,0,1,0,1,2,0,70,11:41,5,11,0,0,
376,Boone Jenner\jennebo01,26,CBJ,C,60,10,10,20,-12,34,1.1,8,2,0,1,7,2,1,145,6.9,1081,18:01,63,95,544,447,54.9
377,Nick Jensen\jenseni02,29,WSH,D,58,0,5,5,-6,13,0.5,0,0,0,0,4,1,0,53,0,1023,17:38,56,55,0,0,
378,Ryan Johansen\johanry01,27,NSH,C,58,11,21,32,-3,43,2.4,7,3,1,2,15,6,0,84,13.1,1002,17:17,30,35,459,418,52.3
379,Marcus Johansson\johanma03,29,BUF,C,50,7,17,24,-12,20,1.3,6,1,0,1,12,5,0,73,9.6,880,17:36,16,31,168,250,40.2
380,Stephen Johns\johnsst03,27,DAL,D,10,2,3,5,4,6,1.3,2,0,0,0,3,0,0,18,11.1,174,17:24,16,29,0,0,
381,Adam Johnson\johnsad01,25,PIT,C,7,1,1,2,-1,2,0.2,1,0,0,0,1,0,0,5,20,47,06:42,3,4,0,0,
382,Erik Johnson\johnser01,31,COL,D,47,1,9,10,6,14,1.6,1,0,0,0,9,0,0,80,1.3,987,21:00,89,73,0,0,
383,Jack Johnson\johnsja02,33,PIT,D,55,3,8,11,7,18,2.8,2,0,1,0,8,0,0,52,5.8,1085,19:44,74,152,0,0,
384,Luke Johnson\johnslu01,25,MIN,C,3,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,1,0,35,11:35,0,6,16,16,50
385,Tyler Johnson\johnsty01,29,TBL,C,55,13,15,28,11,14,3,13,0,0,2,10,5,0,95,13.7,799,14:31,16,57,138,149,48.1
386,Andreas Johnsson\johnsan01,25,TOR,LW,43,8,13,21,0,14,1.6,4,4,0,1,12,1,0,78,10.3,677,15:45,21,43,0,2,0
387,Ross Johnston\johnsro02,25,NYI,LW,31,3,1,4,1,78,0.3,3,0,0,0,1,0,0,15,20,249,08:02,13,90,1,0,100
388,Henri Jokiharju\jokihhe01,20,BUF,D,59,4,10,14,-3,30,2.5,3,1,0,0,9,1,0,64,6.3,1010,17:07,54,63,0,0,
389,Caleb Jones\jonesca01,22,EDM,D,32,3,3,6,-3,6,1.1,3,0,0,0,3,0,0,27,11.1,417,13:02,37,19,0,0,
390,Max Jones\jonesma03,21,ANA,LW,48,7,3,10,-2,26,0.6,6,0,1,0,3,0,0,86,8.1,674,14:02,16,65,11,10,52.4
391,Seth Jones\jonesse01,25,CBJ,D,56,6,24,30,10,20,6.6,4,2,0,0,16,7,1,126,4.8,1416,01:17,123,62,0,0,
392,Mathieu Joseph\josepma01,22,TBL,RW,37,4,3,7,-2,16,0.2,4,0,0,0,2,0,1,35,11.4,426,11:31,10,47,4,10,28.6
393,Roman Josi\josiro01,29,NSH,D,58,14,43,57,22,35,9.3,10,4,0,1,27,16,0,208,6.7,1504,01:56,94,44,0,0,
394,Tyson Jost\jostty01,21,COL,C,55,5,11,16,13,18,1.4,5,0,0,0,9,2,0,87,5.7,653,11:53,12,45,71,134,34.6
395,Tomas Jurco\jurcoto01,27,EDM,RW,12,0,2,2,1,4,0.1,0,0,0,0,2,0,0,7,0,120,09:59,3,4,2,2,50
396,Nazem Kadri\kadrina01,29,COL,C,51,19,17,36,7,97,4.1,15,4,0,1,10,7,0,133,14.3,889,17:26,9,61,407,310,56.8
397,Dominik Kahun\kahundo01,24,PIT,C,48,10,17,27,9,8,3,9,1,0,2,16,1,0,77,13,643,13:24,18,5,26,23,53.1
398,Kaapo Kakko\kakkoka01,18,NYR,RW,54,8,11,19,-22,14,0.4,6,2,0,2,1,10,0,89,9,793,14:41,10,17,2,4,33.3
399,Vladislav Kamenev\kamenvl01,23,COL,LW,27,1,6,7,3,4,0.4,1,0,0,1,5,1,0,25,4,253,09:23,13,19,42,37,53.2
400,David Kampf\kampfda01,25,CHI,C,59,7,7,14,-7,6,0.4,6,0,1,2,7,0,0,83,8.4,825,13:59,24,42,267,245,52.1
401,Steven Kampfer\kampfst01,31,BOS,D,10,0,2,2,2,2,0.5,0,0,0,0,0,2,0,13,0,136,13:38,8,15,0,0,
402,Evander Kane\kaneev01,28,SJS,LW,54,21,16,37,-9,110,3.9,8,11,2,5,13,3,0,169,12.4,1062,19:40,23,120,83,67,55.3
403,Patrick Kane\kanepa01,31,CHI,RW,59,27,47,74,6,36,8.2,21,6,0,2,34,13,0,222,12.2,1252,21:13,16,22,1,3,25
404,Kasperi Kapanen\kapanka01,23,TOR,RW,59,11,21,32,1,10,2.6,9,0,2,2,18,3,0,101,10.9,938,15:54,13,66,2,13,13.3
405,Erik Karlsson\karlser01,29,SJS,D,56,6,34,40,-15,16,5.4,4,1,1,0,22,12,0,120,5,1373,00:31,74,26,0,0,
406,Melker Karlsson\karlsme01,29,SJS,C,55,5,5,10,-8,16,0.3,5,0,0,0,5,0,0,48,10.4,666,12:07,34,36,14,15,48.3
407,William Karlsson\karlswi01,27,VEG,C,53,10,27,37,5,14,3.3,6,2,2,1,19,5,3,113,8.8,1005,18:57,35,35,412,393,51.2
408,David Kase\kaseda01,23,PHI,RW,6,1,0,1,1,0,0.1,1,0,0,1,0,0,0,5,20,59,09:47,1,4,1,0,100
409,Ondrej Kase\kaseon01,24,ANA,RW,49,7,16,23,-7,10,1.6,6,0,1,0,14,2,0,135,5.2,823,16:47,13,9,6,23,20.7
410,Zack Kassian\kassiza01,29,EDM,RW,52,14,16,30,-1,69,3.2,14,0,0,1,16,0,0,87,16.1,827,15:54,7,139,1,2,33.3
411,Duncan Keith\keithdu01,36,CHI,D,50,1,14,15,-7,12,1.9,1,0,0,0,10,4,0,83,1.2,1197,23:57,98,25,0,0,
412,Clayton Keller\kellecl01,21,ARI,C,62,13,24,37,-9,26,3.4,11,2,0,1,11,13,0,169,7.7,1006,16:13,11,18,8,13,38.1
413,Joel Kellman\kellmjo01,25,SJS,F,20,1,3,4,0,4,0.2,1,0,0,1,3,0,0,13,7.7,198,09:54,12,16,58,79,42.3
414,Adrian Kempe\kempead01,23,LAK,LW,58,10,14,24,-14,23,1.6,6,2,2,1,8,5,1,119,8.4,911,15:42,11,64,87,125,41
415,Michal Kempny\kempnmi01,29,WSH,D,49,3,14,17,14,18,3.5,3,0,0,0,14,0,0,60,5,931,19:00,63,35,0,0,
416,Alexander Kerfoot\kerfoal01,25,TOR,C,55,8,17,25,0,26,1.7,7,1,0,1,15,2,0,79,10.1,824,14:59,37,42,174,192,47.5
417,Phil Kessel\kesseph01,32,ARI,RW,62,13,22,35,-22,22,2.6,4,9,0,2,14,8,0,131,9.9,1077,17:22,20,11,1,6,14.3
418,Jujhar Khaira\khairju01,25,EDM,LW,52,6,3,9,-18,32,-0.1,6,0,0,1,3,0,0,58,10.3,663,12:45,23,110,13,10,56.5
419,Alex Killorn\killoal01,30,TBL,C,58,23,21,44,19,18,5.5,16,7,0,5,16,5,0,112,20.5,1045,18:01,15,47,5,13,27.8
420,Joel Kiviranta\kivirjo01,23,DAL,F,11,1,0,1,-1,4,0,1,0,0,0,0,0,0,13,7.7,117,10:39,3,17,0,0,
421,Oscar Klefbom\klefbos01,26,EDM,D,59,5,28,33,-20,22,4,3,2,0,0,12,16,0,151,3.3,1510,01:36,172,41,0,0,
422,John Klingberg\klingjo01,27,DAL,D,48,4,23,27,-11,14,3.8,3,1,0,0,10,13,0,94,4.3,1077,22:27,62,23,0,0,
423,Slater Koekkoek\koekksl01,25,CHI,D,31,0,8,8,6,30,1.6,0,0,0,0,8,0,0,33,0,509,16:24,40,52,0,0,
424,Mikko Koivu\koivumi01,36,MIN,C,44,2,13,15,0,24,0.5,1,1,0,0,6,6,1,60,3.3,715,16:15,27,21,357,321,52.7
425,Otto Koivula\koivuot01,21,NYI,LW,7,0,0,0,1,2,-0.1,0,0,0,0,0,0,0,2,0,58,08:15,3,8,12,26,31.6
426,Keegan Kolesar\koleske01,22,VEG,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,12:06,0,2,1,0,100
427,Leo Komarov\komarle01,33,NYI,C,39,3,10,13,7,4,1.1,3,0,0,1,9,0,1,39,7.7,513,13:10,25,103,32,45,41.6
428,Travis Konecny\konectr01,22,PHI,C,56,19,29,48,-5,28,5,16,3,0,2,15,14,0,123,15.4,955,17:03,25,57,24,22,52.2
429,Anze Kopitar\kopitan01,32,LAK,C,59,17,34,51,-2,16,5,11,5,1,4,21,13,0,115,14.8,1224,20:45,43,42,633,527,54.6
430,Egor Korshkov\korsheg01,23,TOR,F,1,1,0,1,1,0,0.2,1,0,0,0,0,0,0,1,100,10,10:08,0,1,0,0,
431,Klim Kostin\kostikl01,20,STL,C; LW,4,1,0,1,1,0,0.2,1,0,0,0,0,0,0,5,20,34,08:32,0,6,0,0,
432,Jesperi Kotkaniemi\kotkaje01,19,MTL,C,36,6,2,8,-11,23,0.2,5,1,0,0,1,1,0,55,10.9,468,13:00,16,51,125,167,42.8
433,Ilya Kovalchuk\kovalil01,36,TOT,LW,36,9,12,21,-6,14,1.8,7,2,0,3,9,3,0,92,9.8,629,17:29,18,39,7,15,31.8
433,Ilya Kovalchuk\kovalil01,36,MTL,LW,19,6,6,12,4,2,1.4,5,1,0,3,5,1,0,57,10.5,367,19:20,9,27,7,11,38.9
433,Ilya Kovalchuk\kovalil01,36,LAK,LW,17,3,6,9,-10,12,0.5,2,1,0,0,4,2,0,35,8.6,262,15:25,9,12,0,4,0
434,Chris Kreider\kreidch01,28,NYR,LW,57,23,19,42,8,58,5,14,9,0,4,15,4,0,144,16,1001,17:34,37,101,51,64,44.3
435,David Krejci\krejcda01,33,BOS,C,51,13,26,39,20,18,4.6,10,3,0,3,17,9,0,72,18.1,878,17:13,27,34,312,300,51
436,Torey Krug\krugto01,28,BOS,D,52,8,31,39,3,29,5.9,6,2,0,3,10,21,0,121,6.6,1067,20:31,42,33,0,0,
437,Dominik Kubalík\kubaldo01,24,CHI,LW,57,23,13,36,2,14,4.7,21,2,0,3,10,3,0,136,16.9,790,13:52,16,65,5,12,29.4
438,Nikita Kucherov\kucheni01,26,TBL,RW,58,29,44,73,29,30,9.3,25,4,0,6,27,17,0,180,16.1,1081,18:38,17,33,0,1,0
439,Karson Kuhlman\kuhlmka01,24,BOS,C,20,1,4,5,2,9,0.3,0,1,0,0,4,0,0,38,2.6,249,12:27,7,29,1,2,33.3
440,Tom Kuhnhackl\kuhnhto01,28,NYI,RW,25,3,3,6,-4,0,0.3,3,0,0,1,2,0,1,25,12,284,11:22,19,28,0,0,
441,Dean Kukan\kukande01,26,CBJ,D,33,1,4,5,-9,12,0.7,0,1,0,0,4,0,0,51,2,527,15:58,28,24,0,0,
442,Brett Kulak\kulakbr01,26,MTL,D,46,0,6,6,-2,10,1.1,0,0,0,0,6,0,0,75,0,752,16:21,45,53,0,0,
443,Dmitry Kulikov\kulikdm01,29,WPG,D,40,1,8,9,-4,26,1.4,1,0,0,0,8,0,0,46,2.2,792,19:49,59,86,0,0,
444,Luke Kunin\kuninlu01,22,MIN,C,57,12,14,26,-11,55,1.9,11,0,1,1,13,1,0,115,10.4,890,15:37,51,59,194,236,45.1
445,Sean Kuraly\kuralse01,27,BOS,C,59,5,15,20,1,24,1.3,5,0,0,0,13,1,1,79,6.3,785,13:18,26,120,227,239,48.7
446,Evgeny Kuznetsov\kuzneev01,27,WSH,C,53,19,27,46,-1,30,4.9,13,6,0,0,21,6,0,111,17.1,946,17:51,15,27,285,378,43
447,Oliver Kylington\kylinol01,22,CGY,D,46,2,5,7,-6,16,1.2,2,0,0,0,5,0,0,36,5.6,628,13:39,33,35,0,0,
448,Jordan Kyrou\kyroujo01,21,STL,C,20,2,3,5,0,6,0.3,2,0,0,0,2,1,0,24,8.3,228,11:23,7,7,1,3,25
449,Joel L'Esperance\lespejo01,24,DAL,RW,3,1,0,1,0,2,0.2,1,0,0,0,0,0,0,2,50,22,07:21,1,1,0,1,0
450,Kevin Labanc\labanke01,24,SJS,RW,59,14,17,31,-24,36,2.2,11,3,0,3,13,4,0,150,9.3,952,16:08,20,36,2,8,20
451,Andrew Ladd\laddan01,34,NYI,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,09:53,0,5,0,0,
452,Paul Ladue\laduepa01,27,LAK,D,2,0,1,1,0,0,0.1,0,0,0,0,1,0,0,2,0,26,12:48,3,2,0,0,
453,Sam Lafferty\laffesa01,24,PIT,C,42,6,6,12,6,17,1.3,6,0,0,1,6,0,0,50,12,409,09:44,15,85,105,106,49.8
454,William Lagesson\lageswi01,23,EDM,D,3,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,5,0,33,11:09,5,0,0,0,
