team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
VAN,2016,VAN,VAN,Team Level,5on5,82,0.46,0.48,0.47,246515.0,1792.37,142.69,116.96,423.14,58.0,990.65,756.56,138.57,142.28,138.13,1825.0,663.0,912.0,3400.0,130.0,94.0,26.0,532.0,59.0,710.0,963.0,1695.0,2358.0,233.0,523.0,2009.0,1387.0,439.0,479.0,1908.0,469.0,111.0,52.34,58.27,32.07,39.0,61.0,30.0,3348.22,2488.0,2456.05,324.0,24.15,21.97,23.96,142.87,142.13,140.41,2033.1,168.32,135.36,473.65,66.49,1133.01,857.16,163.61,170.3,165.58,2086.0,748.0,861.0,3695.0,158.0,129.0,33.0,570.0,69.0,837.0,1071.0,1928.0,2676.0,229.0,514.0,1951.0,1589.0,415.0,504.0,2145.0,553.0,136.0,63.64,67.3,37.38,54.0,69.0,35.0,3756.13,2834.0,2877.14,322.0,27.99,27.58,30.1,166.21,168.4,165.79
VAN,2016,VAN,VAN,Team Level,4on5,82,0.08,0.1,0.11,21575.0,38.39,3.37,1.77,5.41,1.15,11.06,32.24,3.37,3.37,3.37,46.0,9.0,7.0,62.0,2.0,0.0,0.0,7.0,3.0,10.0,33.0,44.0,53.0,2.0,4.0,195.0,37.0,39.0,37.0,42.0,11.0,2.0,1.34,1.47,0.56,0.0,1.0,1.0,62.0,55.0,55.0,36.0,0.41,0.0,0.0,3.78,3.78,3.78,327.71,39.98,30.27,63.87,10.67,208.4,106.81,38.2,39.98,38.2,352.0,108.0,126.0,586.0,50.0,24.0,11.0,80.0,15.0,167.0,124.0,302.0,410.0,13.0,26.0,220.0,17.0,9.0,57.0,321.0,101.0,38.0,8.27,11.76,19.94,9.0,12.0,29.0,586.0,460.0,460.0,5.0,7.72,10.03,9.84,37.85,37.85,36.49
VAN,2016,VAN,VAN,Team Level,5on4,82,0.87,0.88,0.86,23241.0,291.35,33.11,27.09,60.65,9.78,189.75,95.62,30.63,33.11,30.63,286.0,130.0,142.0,558.0,28.0,25.0,10.0,56.0,16.0,153.0,138.0,258.0,388.0,9.0,19.0,237.0,23.0,8.0,44.0,302.0,78.0,36.0,7.39,9.13,16.58,2.0,8.0,18.0,558.0,416.0,416.0,7.0,6.87,6.42,6.21,33.76,33.76,32.21,48.66,5.06,2.3,6.6,1.38,13.95,37.71,4.95,5.06,4.95,59.0,8.0,10.0,77.0,4.0,2.0,2.0,5.0,4.0,14.0,38.0,55.0,63.0,7.0,19.0,157.0,63.0,41.0,35.0,50.0,9.0,8.0,1.26,1.27,2.53,2.0,0.0,2.0,77.0,67.0,67.0,32.0,0.53,0.79,0.79,4.8,4.8,4.78
PHI,2016,PHI,PHI,Team Level,other,82,0.54,0.57,0.6,9860.0,186.15,29.65,13.61,36.29,6.86,102.53,70.05,27.82,29.65,27.82,180.0,79.0,67.0,326.0,32.0,17.0,6.0,34.0,8.0,89.0,79.0,148.0,227.0,8.0,21.0,132.0,36.0,28.0,29.0,161.0,62.0,36.0,6.35,7.6,15.7,10.0,2.0,20.0,326.0,259.0,259.0,14.0,3.95,5.16,4.36,29.23,29.23,28.47,125.93,25.37,8.17,22.12,3.98,64.32,50.05,24.93,25.37,24.93,127.0,47.0,70.0,244.0,24.0,6.0,2.0,26.0,7.0,54.0,57.0,103.0,150.0,7.0,15.0,123.0,40.0,29.0,37.0,93.0,53.0,28.0,3.99,6.45,14.92,1.0,7.0,16.0,244.0,174.0,174.0,22.0,2.41,2.09,2.09,25.68,25.68,25.29
PHI,2016,PHI,PHI,Team Level,all,82,0.52,0.52,0.53,300462.0,2591.06,245.06,175.77,605.56,86.74,1461.58,1061.29,232.82,244.54,232.29,2585.0,1051.0,1326.0,4962.0,212.0,222.0,48.0,610.0,107.0,1195.0,1290.0,2373.0,3424.0,314.0,736.0,2539.0,2063.0,427.0,736.0,2682.0,721.0,233.0,76.47,86.3,82.29,58.0,69.0,85.0,4940.53,3636.0,3622.94,451.0,39.44,47.79,48.73,235.78,235.34,228.09,2349.79,223.35,156.75,538.76,76.09,1276.61,972.44,216.85,225.12,218.59,2334.0,910.0,1309.0,4553.0,231.0,176.0,33.0,570.0,88.0,989.0,1190.0,2103.0,3013.0,344.0,790.0,2318.0,2149.0,562.0,823.0,2369.0,668.0,207.0,70.02,81.84,71.48,59.0,91.0,81.0,4573.32,3244.0,3263.9,530.0,34.48,38.4,39.08,218.74,220.27,216.4
PHI,2016,PHI,PHI,Team Level,5on5,82,0.49,0.51,0.51,240794.0,1917.56,152.52,121.5,469.64,63.47,1072.23,807.62,148.04,152.0,147.51,1911.0,776.0,1070.0,3757.0,128.0,144.0,30.0,477.0,75.0,838.0,1025.0,1783.0,2559.0,278.0,651.0,1953.0,1884.0,345.0,576.0,2053.0,515.0,119.0,58.29,61.46,32.76,43.0,50.0,35.0,3735.53,2687.0,2673.94,373.0,24.99,27.96,29.06,148.46,148.01,145.91,1854.26,157.36,117.76,441.92,59.87,998.99,769.12,153.42,159.13,155.15,1838.0,707.0,1050.0,3595.0,154.0,135.0,22.0,471.0,66.0,752.0,967.0,1684.0,2391.0,309.0,714.0,1754.0,1981.0,457.0,652.0,1901.0,506.0,138.0,56.17,62.46,38.72,45.0,72.0,37.0,3615.32,2545.0,2564.9,430.0,24.32,28.61,28.88,152.8,154.33,152.37
PHI,2016,PHI,PHI,Team Level,4on5,82,0.1,0.11,0.14,24076.0,49.08,3.63,2.07,6.11,1.39,13.91,44.89,3.56,3.63,3.56,62.0,10.0,4.0,76.0,3.0,2.0,0.0,4.0,1.0,10.0,52.0,59.0,69.0,10.0,25.0,181.0,100.0,41.0,52.0,56.0,13.0,3.0,1.25,1.46,0.92,2.0,0.0,1.0,76.0,72.0,72.0,49.0,0.48,0.41,0.41,3.71,3.71,3.7,314.79,34.57,28.2,67.95,10.7,198.44,106.14,32.5,34.57,32.5,303.0,143.0,169.0,615.0,44.0,34.0,7.0,66.0,13.0,169.0,120.0,259.0,402.0,14.0,31.0,213.0,33.0,15.0,63.0,315.0,97.0,34.0,7.99,11.38,15.21,10.0,11.0,23.0,615.0,446.0,446.0,9.0,7.15,7.46,7.25,34.47,34.47,32.96
PHI,2016,PHI,PHI,Team Level,5on4,82,0.91,0.89,0.89,25732.0,438.27,59.25,38.6,93.52,15.01,272.9,138.73,53.41,59.25,53.41,432.0,186.0,185.0,803.0,49.0,59.0,12.0,95.0,23.0,258.0,134.0,383.0,569.0,18.0,39.0,273.0,43.0,13.0,79.0,412.0,131.0,75.0,10.58,15.77,32.9,3.0,17.0,29.0,803.0,618.0,618.0,15.0,10.02,14.26,14.9,54.38,54.38,50.0,54.81,6.05,2.62,6.79,1.55,14.87,47.14,6.0,6.05,6.0,66.0,13.0,20.0,99.0,9.0,1.0,2.0,7.0,2.0,14.0,46.0,57.0,70.0,14.0,30.0,228.0,95.0,61.0,71.0,60.0,12.0,7.0,1.86,1.56,2.63,3.0,1.0,5.0,99.0,79.0,79.0,69.0,0.6,0.22,0.86,5.79,5.79,5.78
TOR,2016,TOR,TOR,Team Level,other,82,0.49,0.54,0.52,10044.0,168.24,28.35,11.75,31.44,6.07,89.5,61.9,27.07,28.35,27.07,164.0,65.0,79.0,308.0,24.0,10.0,2.0,25.0,7.0,70.0,93.0,140.0,205.0,12.0,30.0,118.0,33.0,40.0,29.0,115.0,81.0,33.0,4.19,9.91,14.25,5.0,6.0,13.0,308.0,229.0,229.0,17.0,3.39,3.68,4.51,27.23,27.23,26.35,155.62,29.2,10.42,28.7,5.16,83.19,55.33,25.82,29.2,25.82,141.0,71.0,53.0,265.0,27.0,10.0,5.0,19.0,8.0,70.0,78.0,114.0,185.0,14.0,37.0,131.0,43.0,23.0,28.0,114.0,64.0,34.0,4.72,7.66,16.82,8.0,4.0,15.0,265.0,212.0,212.0,8.0,3.09,4.48,4.69,27.6,27.6,24.81
TOR,2016,TOR,TOR,Team Level,all,82,0.51,0.5,0.5,299501.0,2711.98,267.63,180.26,613.81,88.41,1493.98,1113.92,257.17,268.81,258.33,2617.0,1141.0,1231.0,4989.0,250.0,167.0,43.0,597.0,96.0,1212.0,1436.0,2367.0,3508.0,312.0,711.0,2524.0,1936.0,732.0,821.0,2675.0,848.0,235.0,80.78,103.21,83.65,65.0,91.0,94.0,5020.37,3758.0,3785.94,504.0,39.85,42.04,45.39,262.08,262.97,256.98,2738.45,260.46,181.09,633.53,88.94,1510.86,1127.11,249.71,259.98,249.3,2673.0,1129.0,1166.0,4968.0,234.0,180.0,46.0,553.0,110.0,1265.0,1460.0,2439.0,3568.0,311.0,710.0,2537.0,2256.0,644.0,848.0,2821.0,735.0,246.0,83.63,87.3,89.53,90.0,65.0,79.0,4934.23,3802.0,3777.64,513.0,40.17,43.43,44.67,255.96,255.83,248.66
TOR,2016,TOR,TOR,Team Level,5on5,82,0.51,0.5,0.5,243158.0,2117.3,180.63,135.02,501.65,68.57,1166.59,887.53,175.8,181.82,176.95,2028.0,912.0,997.0,3937.0,169.0,114.0,23.0,507.0,68.0,946.0,1136.0,1859.0,2771.0,266.0,600.0,1981.0,1791.0,611.0,654.0,2174.0,630.0,136.0,67.76,76.09,36.78,53.0,72.0,44.0,3968.37,2940.0,2967.94,420.0,27.86,23.01,24.36,184.14,185.02,181.85,2136.78,175.72,135.42,518.37,69.86,1178.03,894.6,170.63,175.24,170.23,2090.0,882.0,907.0,3879.0,162.0,138.0,35.0,463.0,81.0,980.0,1148.0,1928.0,2810.0,260.0,590.0,1979.0,2089.0,527.0,706.0,2273.0,549.0,150.0,68.04,65.48,42.2,73.0,52.0,37.0,3845.23,2972.0,2947.64,457.0,27.96,30.74,31.87,171.81,171.68,168.99
TOR,2016,TOR,TOR,Team Level,4on5,82,0.11,0.1,0.12,23921.0,52.35,6.05,2.42,6.64,1.58,13.88,44.42,5.98,6.05,5.98,62.0,13.0,6.0,81.0,6.0,3.0,1.0,7.0,0.0,7.0,52.0,56.0,69.0,16.0,40.0,196.0,89.0,64.0,59.0,51.0,16.0,8.0,1.16,2.27,2.62,1.0,3.0,2.0,81.0,75.0,75.0,55.0,0.56,0.73,0.73,5.89,5.89,5.89,383.33,49.59,32.49,78.71,12.18,232.41,123.61,47.34,49.59,47.34,371.0,158.0,192.0,721.0,39.0,31.0,6.0,67.0,18.0,202.0,172.0,332.0,490.0,15.0,36.0,235.0,48.0,15.0,75.0,375.0,98.0,56.0,9.62,11.4,28.57,7.0,7.0,25.0,721.0,529.0,529.0,10.0,8.49,7.95,7.85,50.23,50.23,48.55
TOR,2016,TOR,TOR,Team Level,5on4,82,0.9,0.87,0.85,22378.0,374.09,52.6,31.07,74.08,12.19,224.01,120.06,48.32,52.6,48.32,363.0,151.0,149.0,663.0,51.0,40.0,17.0,58.0,21.0,189.0,155.0,312.0,463.0,18.0,41.0,229.0,23.0,17.0,79.0,335.0,121.0,58.0,7.66,14.94,30.0,6.0,10.0,35.0,663.0,514.0,514.0,12.0,8.02,14.63,15.81,44.82,44.82,42.89,62.73,5.96,2.75,7.74,1.73,17.24,53.58,5.92,5.96,5.92,71.0,18.0,14.0,103.0,6.0,1.0,0.0,4.0,3.0,13.0,62.0,65.0,83.0,22.0,47.0,192.0,76.0,79.0,39.0,59.0,24.0,6.0,1.26,2.76,1.94,2.0,2.0,2.0,103.0,89.0,89.0,38.0,0.63,0.26,0.26,6.32,6.32,6.31
OTT,2016,OTT,OTT,Team Level,other,82,0.61,0.49,0.52,12525.0,153.96,27.24,9.24,29.24,5.06,79.18,68.03,26.46,27.24,26.46,160.0,58.0,54.0,272.0,28.0,4.0,1.0,23.0,3.0,61.0,99.0,132.0,190.0,11.0,28.0,154.0,58.0,28.0,28.0,140.0,47.0,31.0,4.81,5.94,16.49,5.0,3.0,20.0,272.0,218.0,218.0,15.0,2.62,0.69,0.69,29.18,29.18,28.35,146.43,17.43,10.13,28.54,4.92,82.19,60.78,17.03,17.43,17.03,149.0,55.0,83.0,287.0,18.0,4.0,0.0,28.0,5.0,74.0,75.0,131.0,186.0,11.0,28.0,151.0,37.0,29.0,24.0,136.0,54.0,14.0,4.96,6.55,5.93,5.0,6.0,7.0,287.0,204.0,204.0,14.0,2.85,0.78,0.78,19.49,19.49,19.05
OTT,2016,OTT,OTT,Team Level,all,82,0.5,0.49,0.49,299637.0,2421.35,216.45,158.97,568.45,79.47,1337.16,1019.49,208.44,216.64,208.69,2464.0,916.0,1212.0,4592.0,206.0,188.0,30.0,550.0,77.0,1044.0,1315.0,2258.0,3174.0,335.0,774.0,2549.0,2114.0,537.0,791.0,2609.0,570.0,201.0,71.65,69.8,75.0,75.0,63.0,68.0,4587.67,3380.0,3383.14,495.0,34.96,40.2,41.25,210.18,210.67,206.68,2494.48,213.47,169.88,582.52,83.07,1415.66,1048.39,206.81,213.97,207.31,2467.0,1046.0,1352.0,4865.0,210.0,163.0,27.0,573.0,99.0,1180.0,1288.0,2257.0,3303.0,339.0,780.0,2452.0,1809.0,525.0,787.0,2688.0,644.0,181.0,77.9,76.72,58.86,87.0,65.0,58.0,4877.67,3513.0,3523.72,486.0,37.21,33.01,33.36,217.32,217.51,212.89
OTT,2016,OTT,OTT,Team Level,5on5,82,0.49,0.49,0.49,240063.0,1882.78,147.25,118.77,461.87,61.71,1033.97,792.44,142.48,147.44,142.73,1925.0,691.0,979.0,3595.0,135.0,149.0,24.0,447.0,57.0,799.0,1029.0,1790.0,2481.0,294.0,682.0,1960.0,1968.0,440.0,625.0,2048.0,447.0,121.0,56.39,55.12,35.74,59.0,52.0,24.0,3590.67,2616.0,2619.14,422.0,24.48,31.54,31.98,139.76,140.24,138.01,1955.44,150.85,127.3,474.04,64.46,1100.56,829.78,147.1,151.36,147.61,1919.0,828.0,1062.0,3809.0,142.0,128.0,21.0,468.0,83.0,896.0,1030.0,1777.0,2605.0,290.0,670.0,1860.0,1673.0,429.0,635.0,2159.0,470.0,118.0,62.3,56.42,32.13,66.0,44.0,32.0,3821.67,2747.0,2757.72,409.0,26.22,23.6,24.61,152.47,152.66,150.31
OTT,2016,OTT,OTT,Team Level,4on5,82,0.12,0.14,0.15,23502.0,60.2,5.34,2.58,8.05,1.69,16.57,50.76,5.25,5.34,5.25,62.0,23.0,23.0,108.0,5.0,2.0,0.0,4.0,2.0,20.0,52.0,57.0,80.0,9.0,21.0,211.0,68.0,49.0,53.0,65.0,12.0,8.0,1.6,1.39,2.35,2.0,2.0,1.0,108.0,85.0,85.0,50.0,0.61,0.55,0.55,5.39,5.39,5.33,337.07,39.52,29.62,73.08,12.0,217.4,113.38,37.12,39.52,37.12,332.0,153.0,196.0,681.0,47.0,28.0,5.0,67.0,10.0,191.0,142.0,285.0,438.0,21.0,45.0,223.0,35.0,18.0,80.0,338.0,106.0,41.0,9.07,11.96,18.48,15.0,14.0,18.0,681.0,485.0,485.0,18.0,7.49,7.68,7.02,40.0,40.0,38.2
OTT,2016,OTT,OTT,Team Level,5on4,82,0.87,0.88,0.86,23547.0,324.41,36.62,28.39,69.29,11.01,207.44,108.25,34.25,36.62,34.25,317.0,144.0,156.0,617.0,38.0,33.0,5.0,76.0,15.0,164.0,135.0,279.0,423.0,21.0,43.0,224.0,20.0,20.0,85.0,356.0,64.0,41.0,8.85,7.34,20.43,9.0,6.0,23.0,617.0,461.0,461.0,8.0,7.25,7.42,8.02,35.86,35.86,34.98,55.55,5.66,2.83,6.85,1.7,15.51,44.45,5.55,5.66,5.55,67.0,10.0,11.0,88.0,3.0,3.0,1.0,10.0,1.0,19.0,41.0,64.0,74.0,17.0,37.0,218.0,64.0,49.0,48.0,55.0,14.0,8.0,1.56,1.78,2.32,1.0,1.0,1.0,88.0,77.0,77.0,45.0,0.65,0.95,0.95,5.37,5.37,5.34
MIN,2017,MIN,MIN,Team Level,other,82,0.5,0.45,0.45,9832,122.81,32.55,8.81,19.32,4.01,64.11,42.22,30.44,32.55,30.44,125,46,45,216,37,8,3,18,5,54,49,88,134,4,8,118,30,21,27,75,52,44,2.88,6.27,23.4,4,6,27,216,171,171,10,2.67,3.31,3.31,31.91,31.91,30.9,149.61,32.76,10.37,26.28,4.69,81.31,50.58,30.28,32.76,30.28,149,57,61,267,37,11,4,29,3,65,61,112,169,2,4,118,38,23,26,114,46,46,4.49,5.66,22.61,6,9,22,267,206,206,13,3.14,4.94,4.94,30.97,30.97,29.18
MIN,2017,MIN,MIN,Team Level,all,82,0.53,0.47,0.48,298736,2400.99,238.25,172.37,530.73,77.07,1322.26,1001.3,228.64,240.14,230.48,2477,865,1016,4358,250,205,44,520,80,1045,1242,2227,3092,303,644,2415,1367,480,511,2421,703,218,69.56,86.34,82.35,74,95,81,4401.8,3342,3367.11,293,38.2,48.04,48.4,228.06,229.82,224.58,2561.1,213.03,174.91,585.98,83.51,1470.63,1105.94,205.45,212.38,204.81,2569,1065,1295,4929,229,151,29,609,83,1177,1385,2340,3405,275,589,2434,1514,383,579,2862,596,176,78.67,70.43,63.93,83,74,72,4890.72,3634,3612.44,332,38.57,32.43,32.56,219.05,218.34,213.04
MIN,2017,MIN,MIN,Team Level,5on5,82,0.53,0.47,0.48,241241,1880.45,158.78,128.25,435.01,60.31,1025.04,795.61,153.5,160.67,155.35,1955,648,831,3434,160,158,31,445,59,793,988,1795,2443,258,549,1870,1276,397,411,1933,541,129,56.22,66.42,36.14,62,70,28,3477.8,2603,2628.11,256,26.59,32.46,32.72,152.64,154.41,151.88,1982.83,139.97,127.76,474.13,64.94,1128.31,869.88,136.55,139.32,135.9,1980,825,1039,3844,144,114,20,500,66,896,1085,1836,2661,247,535,1890,1416,317,468,2273,439,93,62.82,52.04,25.1,65,49,30,3805.71,2805,2783.44,279,26.16,21.67,21.82,144.31,143.59,141.54
MIN,2017,MIN,MIN,Team Level,4on5,82,0.11,0.11,0.12,25163,49.72,4.42,2.38,5.93,1.38,13.26,49.64,4.41,4.42,4.41,61,16,10,87,7,0,0,3,4,20,43,54,70,12,26,203,39,45,25,59,16,2,1.53,2.21,0.68,3,3,1,87,77,77,23,0.54,0,0.36,4.59,4.59,4.59,382.09,36.6,34.76,80.21,12.5,249.53,130.4,34.96,36.6,34.96,380,164,184,728,43,26,5,78,12,197,188,337,501,18,34,255,12,10,48,417,94,33,10.57,10.77,15.25,12,12,19,728,544,544,6,8.8,5.82,5.79,39.6,39.6,38.17
MIN,2017,MIN,MIN,Team Level,5on4,82,0.92,0.87,0.86,22500,348.01,42.5,32.93,70.49,11.37,219.86,113.83,40.29,42.5,40.29,336,155,130,621,46,39,10,54,12,178,162,290,445,29,61,224,22,17,48,354,94,43,8.93,11.45,22.13,5,16,25,621,491,491,4,8.41,12.27,12,38.91,38.91,37.22,46.57,3.7,2.02,5.36,1.38,11.47,55.06,3.68,3.7,3.68,60,19,11,90,5,0,0,2,2,19,51,55,74,8,16,171,48,33,37,58,17,4,0.79,1.94,0.97,0,4,1,90,79,79,34,0.47,0,0,4.17,4.17,4.14
DAL,2017,DAL,DAL,Team Level,other,82,0.52,0.56,0.56,13929,174.27,31.26,12.99,30.69,5.94,99.61,65.5,29.3,31.26,29.3,188,58,67,313,33,14,3,29,4,96,70,155,213,9,18,147,43,24,29,147,59,40,5.13,7.05,19.08,10,6,17,313,246,246,7,4,4.35,4.58,30.69,30.69,29.39,136.55,28.34,9.85,24.39,4.72,73.11,51.59,26.85,28.34,26.85,132,60,57,249,30,8,0,24,6,56,68,102,162,13,26,148,33,22,32,106,49,37,3.2,5.74,19.41,5,7,18,249,192,192,14,2.88,1.9,1.9,29.32,29.32,28.18
DAL,2017,DAL,DAL,Team Level,all,82,0.52,0.51,0.51,298873,2501.99,233.8,170.78,574.87,83.75,1394.77,1063.01,224.17,233.94,224.35,2561,960,1293,4814,231,204,38,557,92,1125,1312,2330,3290,333,750,2701,1861,459,697,2613,686,222,73.44,82.35,78.02,83,78,70,4815.02,3521,3519.82,367,38.19,47.83,47.89,224.11,224.18,218.69,2398.88,215.82,160.61,555.49,78.92,1346.11,1039.05,207.53,216.5,208.16,2447,949,1272,4668,222,171,38,531,96,1105,1271,2225,3174,300,677,2443,1707,426,743,2631,567,198,72.07,69.14,74.61,94,58,70,4677.61,3396,3404.46,406,35.75,38.5,38.56,213.01,213.65,208.6
DAL,2017,DAL,DAL,Team Level,5on5,82,0.53,0.51,0.51,236379,1918.89,154.74,123.89,463.2,63.81,1056.09,819.27,149.46,154.87,149.63,1928,753,1046,3727,149,147,25,451,75,831,1028,1779,2532,290,654,2086,1709,374,560,2045,504,132,57.1,60.45,37.19,63,56,30,3728.02,2681,2679.82,316,25.59,31.68,32.01,148.31,148.38,146.12,1813.62,136.24,114.77,440.76,59.68,1015.42,798.12,132.71,136.92,133.35,1849,716,1012,3577,135,121,22,423,72,838,976,1714,2430,248,567,1852,1585,357,609,2047,424,94,57.61,52.18,26.46,77,37,21,3586.61,2565,2573.46,350,23.57,24.12,24.45,135.37,136,134.17
DAL,2017,DAL,DAL,Team Level,4on5,82,0.12,0.12,0.15,26468,60.51,6.4,3.17,6.87,1.88,15.87,60.82,6.31,6.4,6.31,78,17,7,102,5,3,1,5,0,18,64,73,90,17,42,244,80,52,35,64,20,11,1.07,2.58,2.76,1,3,1,102,95,95,33,0.72,0.5,0.5,6.63,6.63,6.59,390.69,47,33.55,83.28,12.77,242.3,129.09,43.76,47,43.76,387,161,189,737,50,40,15,79,16,201,162,337,498,26,56,248,30,11,72,404,80,64,9.83,9.25,27.92,8,12,30,737,548,548,13,8.71,12.03,11.77,43.95,43.95,41.89
DAL,2017,DAL,DAL,Team Level,5on4,82,0.91,0.86,0.85,22097,348.31,41.4,30.74,74.12,12.12,223.2,117.42,39.1,41.4,39.1,367,132,173,672,44,40,9,72,13,180,150,323,455,17,36,224,29,9,73,357,103,39,10.14,12.27,19,9,13,22,672,499,499,11,7.89,11.31,10.81,38.49,38.49,36.6,58.02,4.23,2.44,7.06,1.76,15.28,60.23,4.21,4.23,4.21,79,12,14,105,7,2,1,5,2,10,65,72,84,13,28,195,59,36,30,74,14,3,1.44,1.97,0.82,4,2,1,105,91,91,29,0.58,0.44,0.44,4.37,4.37,4.37
NYI,2017,NYI,NYI,Team Level,other,82,0.47,0.51,0.5,9104,131.6,23.93,10.07,22.59,4.42,75.7,46.3,22.53,23.93,22.53,143,40,56,239,27,12,5,22,6,67,49,116,156,8,14,115,29,20,27,93,60,30,3.83,7.17,12.93,3,8,16,239,183,183,11,2.9,4.3,4.48,22.36,22.36,21.6,134.97,27.28,9.82,23.3,4.49,72.92,48.18,25.96,27.28,25.96,132,54,46,232,32,12,5,21,7,54,60,100,154,4,8,101,28,20,33,106,44,36,4.56,5.54,17.17,8,4,20,232,186,186,17,2.88,4.62,4.62,25.54,25.54,24.39
NYI,2017,NYI,NYI,Team Level,all,82,0.47,0.47,0.47,299008,2439.93,228.24,174.56,537.54,79.76,1387.71,1058.18,220.41,228.44,220.58,2573,893,1226,4692,261,161,45,547,91,1149,1257,2312,3205,263,571,2404,1816,541,920,2568,705,193,76.4,83.96,67.88,86,86,89,4675.96,3466,3460.77,474,38.45,39.01,39.33,227.37,227.29,222.7,2803.57,258.07,196.4,632.33,93.1,1588.87,1179.25,249.34,259.82,251.04,2918,1030,1263,5211,293,188,53,755,113,1159,1440,2625,3655,271,601,2515,1671,674,859,2977,742,229,87.97,88.2,81.89,93,96,104,5252.59,3948,3974.48,453,43.12,43.75,43.99,257.19,258.98,252.64
NYI,2017,NYI,NYI,Team Level,5on5,82,0.47,0.47,0.47,243713,1925.49,157.04,130.24,441.26,62.49,1090.34,852.63,152.65,157.24,152.82,2003,731,1007,3741,177,116,26,451,74,907,1009,1826,2557,237,521,1883,1703,442,760,2100,525,109,62.53,62.98,31.54,73,62,42,3724.96,2734,2728.77,407,26.78,25.07,25.21,158.61,158.54,156.16,2208.59,178.44,148.77,516.83,73.38,1244.98,943.61,173.23,180.2,174.93,2281,825,1034,4140,190,147,37,622,94,903,1150,2091,2916,245,549,1985,1564,562,736,2387,590,129,71.25,70,37.2,72,75,43,4181.59,3106,3132.48,387,30.57,31.1,31.34,177.67,179.46,176.04
NYI,2017,NYI,NYI,Team Level,4on5,82,0.1,0.11,0.12,22331,50.75,5.03,2.69,6.34,1.42,13.62,46.89,4.99,5.03,4.99,62,14,13,89,5,1,0,4,2,14,50,57,71,8,16,199,63,50,46,56,13,7,1.46,1.59,1.98,2,1,2,89,76,76,43,0.61,0.28,0.28,5.37,5.37,5.35,394.83,45.05,34.64,83.87,13.29,253.56,132.57,42.98,45.05,42.98,423,140,177,740,60,27,10,99,12,194,171,363,503,13,26,241,23,23,44,422,88,53,10.56,10.16,24.33,11,13,36,740,563,563,7,8.94,7.55,7.55,46.45,46.45,44.71
